,employeeID,employeeName,employeeTitle,employee_city,employee_country,managerName,managerTitle,managerCity,managerCountry,path,reportsTo,orderID,customerID,orderDate,requiredDate,shippedDate,shipperID,freight,customerName,contactName,contactTitle,customer_city,customer_country,productID,order_details_unit_price,quantity,discount,Revenue,productName,quantityPerUnit,product_unit_price,discontinued,categoryID,categoryName,description,shipperName
431,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10462,CONSH,2014-03-03,2014-03-31,2014-03-18,1,6.17,Consolidated Holdings,Elizabeth Brown,Sales Representative,London,UK,23,7.2,21,0.0,151.20000000000002,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express
432,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10811,LINOD,2015-01-02,2015-01-30,2015-01-08,1,31.22,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,23,9.0,18,0.0,162.0,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express
433,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,11013,ROMEY,2015-04-09,2015-05-07,2015-04-10,1,32.99,Romero y tomillo,Alejandra Camino,Accounting Manager,Madrid,Spain,23,9.0,10,0.0,90.0,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express
434,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10670,FRANK,2014-09-16,2014-10-14,2014-09-18,1,203.48,Frankenversand,Peter Franken,Marketing Manager,München,Germany,23,9.0,32,0.0,288.0,Tunnbröd,12 - 250 g pkgs.,9.0,0,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Speedy Express
435,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10902,FOLKO,2015-02-23,2015-03-23,2015-03-03,1,44.15,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,62,49.3,6,0.15,294.9,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
436,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10757,SAVEA,2014-11-27,2014-12-25,2014-12-15,1,8.19,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,62,49.3,30,0.0,1479.0,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
437,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10260,OTTIK,2013-07-19,2013-08-16,2013-07-29,1,55.09,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,62,39.4,15,0.25,587.25,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
438,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10932,BONAP,2015-03-06,2015-04-03,2015-03-24,1,134.64,Bon app',Laurence Lebihan,Owner,Marseille,France,62,49.3,14,0.1,688.8,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
439,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10562,REGGC,2014-06-09,2014-07-07,2014-06-12,1,22.95,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,62,49.3,10,0.1,491.99999999999994,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
440,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10798,ISLAT,2014-12-26,2015-01-23,2015-01-05,1,2.33,Island Trading,Helen Bennett,Marketing Manager,Cowes,UK,62,49.3,2,0.0,98.6,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
441,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,11027,BOTTM,2015-04-16,2015-05-14,2015-04-20,1,52.52,Bottom-Dollar Markets,Elizabeth Lincoln,Accounting Manager,Tsawassen,Canada,62,49.3,21,0.25,1030.05,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
442,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10671,FRANR,2014-09-17,2014-10-15,2014-09-24,1,30.34,France restauration,Carine Schmitt,Marketing Manager,Nantes,France,62,49.3,10,0.0,493.0,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
443,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10769,VAFFE,2014-12-08,2015-01-05,2014-12-12,1,65.06,Vaffeljernet,Palle Ibsen,Sales Manager,Århus,Denmark,62,49.3,15,0.0,739.5,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
444,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10852,RATTC,2015-01-26,2015-02-09,2015-01-30,1,174.05,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,62,49.3,50,0.0,2465.0,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
445,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10966,CHOPS,2015-03-20,2015-04-17,2015-04-08,1,27.19,Chop-suey Chinese,Yang Wang,Owner,Bern,Switzerland,62,49.3,12,0.15,589.8,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
446,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10560,FRANK,2014-06-06,2014-07-04,2014-06-09,1,36.65,Frankenversand,Peter Franken,Marketing Manager,München,Germany,62,49.3,15,0.25,735.75,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
447,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,11044,WOLZA,2015-04-23,2015-05-21,2015-05-01,1,8.72,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,62,49.3,12,0.0,591.5999999999999,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
448,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10408,FOLIG,2014-01-08,2014-02-05,2014-01-14,1,11.26,Folies gourmandes,Martine Rancé,Assistant Sales Agent,Lille,France,62,39.4,35,0.0,1379.0,Tarte au sucre,48 pies,49.3,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
449,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10404,MAGAA,2014-01-03,2014-01-31,2014-01-08,1,155.97,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,49,16.0,30,0.05,478.5,Maxilaku,24 - 50 g pkgs.,20.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
450,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10290,COMMI,2013-08-27,2013-09-24,2013-09-03,1,79.7,Comércio Mineiro,Pedro Afonso,Sales Associate,Sao Paulo,Brazil,49,16.0,15,0.0,240.0,Maxilaku,24 - 50 g pkgs.,20.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
451,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10418,QUICK,2014-01-17,2014-02-14,2014-01-24,1,17.55,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,47,7.6,55,0.0,418.0,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
452,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10762,FOLKO,2014-12-02,2014-12-30,2014-12-09,1,328.74,Folk och fä HB,Maria Larsson,Owner,Bräcke,Sweden,47,9.5,30,0.0,285.0,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
453,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10684,OTTIK,2014-09-26,2014-10-24,2014-09-30,1,145.63,Ottilies Käseladen,Henriette Pfalzheim,Owner,Köln,Germany,47,9.5,40,0.0,380.0,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
454,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10710,FRANS,2014-10-20,2014-11-17,2014-10-23,1,4.98,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,47,9.5,5,0.0,47.5,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
455,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10928,GALED,2015-03-05,2015-04-02,2015-03-18,1,1.36,Galería del gastrónomo,Eduardo Saavedra,Marketing Manager,Barcelona,Spain,47,9.5,5,0.0,47.5,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
456,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10656,GREAL,2014-09-04,2014-10-02,2014-09-10,1,57.15,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,47,9.5,6,0.1,56.400000000000006,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
457,7,Robert King,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Robert King",5.0,10585,WELLI,2014-07-01,2014-07-29,2014-07-10,1,13.41,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,47,9.5,15,0.0,142.5,Zaanse koeken,10 - 4 oz boxes,9.5,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
458,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10515,QUICK,2014-04-23,2014-05-07,2014-05-23,1,204.47,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,16,17.45,50,0.0,872.5,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
459,9,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Anne Dodsworth",5.0,10324,SAVEA,2013-10-08,2013-11-05,2013-10-10,1,214.27,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,16,13.9,21,0.15,288.75,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
460,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10985,HUNGO,2015-03-30,2015-04-27,2015-04-02,1,91.51,Hungry Owl All-Night Grocers,Patricia McKenna,Sales Associate,Cork,Ireland,16,17.45,36,0.1,624.5999999999999,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
461,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10877,RICAR,2015-02-09,2015-03-09,2015-02-19,1,38.06,Ricardo Adocicados,Janete Limeira,Assistant Sales Agent,Rio de Janeiro,Brazil,16,17.45,30,0.25,516.0,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
462,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10673,WILMK,2014-09-18,2014-10-16,2014-09-19,1,22.76,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Helsinki,Finland,16,17.45,3,0.0,52.349999999999994,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
463,5,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Steven Buchanan",2.0,10730,BONAP,2014-11-05,2014-12-03,2014-11-14,1,20.12,Bon app',Laurence Lebihan,Owner,Marseille,France,16,17.45,15,0.05,261.0,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
464,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10932,BONAP,2015-03-06,2015-04-03,2015-03-24,1,134.64,Bon app',Laurence Lebihan,Owner,Marseille,France,16,17.45,30,0.1,520.4999999999999,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
465,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10738,SPECD,2014-11-12,2014-12-10,2014-11-18,1,2.91,Spécialités du monde,Dominique Perrier,Marketing Manager,Paris,France,16,17.45,3,0.0,52.349999999999994,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
466,6,Michael Suyama,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Michael Suyama",5.0,10296,LILAS,2013-09-03,2013-10-01,2013-09-11,1,0.12,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,16,13.9,30,0.0,417.0,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
467,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10680,OLDWO,2014-09-24,2014-10-22,2014-09-26,1,26.61,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,16,17.45,50,0.25,860.0,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
468,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10855,OLDWO,2015-01-27,2015-02-24,2015-02-04,1,170.97,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,16,17.45,50,0.0,872.5,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
469,5,Steven Buchanan,Sales Manager,London,UK,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Steven Buchanan",2.0,10954,LINOD,2015-03-17,2015-04-28,2015-03-20,1,27.91,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,16,17.45,28,0.15,484.40000000000003,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
470,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10671,FRANR,2014-09-17,2014-10-15,2014-09-24,1,30.34,France restauration,Carine Schmitt,Marketing Manager,Nantes,France,16,17.45,10,0.0,174.5,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
471,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10469,WHITC,2014-03-10,2014-04-07,2014-03-14,1,60.18,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,16,13.9,35,0.15,481.25,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
472,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,11070,LEHMS,2015-05-05,2015-06-02,,1,136.0,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,16,17.45,30,0.15,519.0,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
473,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10653,FRANK,2014-09-02,2014-09-30,2014-09-19,1,93.25,Frankenversand,Peter Franken,Marketing Manager,München,Germany,16,17.45,30,0.1,520.4999999999999,Pavlova,32 - 500 g boxes,17.45,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
474,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10404,MAGAA,2014-01-03,2014-01-31,2014-01-08,1,155.97,Magazzini Alimentari Riuniti,Giovanni Rovelli,Marketing Manager,Bergamo,Italy,26,24.9,30,0.05,745.4999999999999,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
475,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,11021,QUICK,2015-04-14,2015-05-12,2015-04-21,1,297.18,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,26,31.23,63,0.0,1967.49,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
476,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10421,QUEDE,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,26,24.9,30,0.0,747.0,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
477,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10587,QUEDE,2014-07-02,2014-07-30,2014-07-09,1,62.52,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,26,31.23,6,0.0,187.38,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
478,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10686,PICCO,2014-09-30,2014-10-28,2014-10-08,1,96.5,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,26,31.23,15,0.0,468.45,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
479,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10713,SAVEA,2014-10-22,2014-11-19,2014-10-24,1,167.05,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,26,31.23,30,0.0,936.9,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
480,2,Andrew Fuller,Vice President Sales,New York,USA,,,New York,USA,Andrew Fuller,,10422,FRANS,2014-01-22,2014-02-19,2014-01-31,1,3.02,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,26,24.9,2,0.0,49.8,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
481,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10796,HILAA,2014-12-25,2015-01-22,2015-01-14,1,26.52,HILARION-Abastos,Carlos Hernández,Sales Representative,San Cristóbal,Venezuela,26,31.23,21,0.2,651.63,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
482,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10330,LILAS,2013-10-16,2013-11-13,2013-10-28,1,12.75,LILA-Supermercado,Carlos González,Accounting Manager,Barquisimeto,Venezuela,26,24.9,50,0.15,1237.5,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
483,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10723,WHITC,2014-10-30,2014-11-27,2014-11-25,1,21.72,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,26,31.23,15,0.0,468.45,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
484,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,10592,LEHMS,2014-07-08,2014-08-05,2014-07-16,1,32.1,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,26,31.23,5,0.05,155.9,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
485,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,11004,MAISD,2015-04-07,2015-05-05,2015-04-20,1,44.84,Maison Dewey,Catherine Dewey,Sales Agent,Bruxelles,Belgium,26,31.23,6,0.0,187.38,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
486,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,11024,EASTC,2015-04-15,2015-05-13,2015-04-20,1,74.36,Eastern Connection,Ann Devon,Sales Agent,London,UK,26,31.23,12,0.0,374.76,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
487,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10825,DRACD,2015-01-09,2015-02-06,2015-01-14,1,79.25,Drachenblut Delikatessen,Sven Ottlieb,Order Administrator,Aachen,Germany,26,31.23,12,0.0,374.76,Gumbär Gummibärchen,100 - 250 g bags,31.23,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
488,3,Janet Leverling,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Janet Leverling",8.0,11021,QUICK,2015-04-14,2015-05-12,2015-04-21,1,297.18,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,20,81.0,15,0.0,1215.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
489,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10878,QUICK,2015-02-10,2015-03-10,2015-02-12,1,46.69,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,20,81.0,20,0.05,1619.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
490,4,Margaret Peacock,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Margaret Peacock",8.0,10927,LACOR,2015-03-05,2015-04-02,2015-04-08,1,19.79,La corne d'abondance,Daniel Tonini,Sales Representative,Versailles,France,20,81.0,5,0.0,405.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
491,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10660,HUNGC,2014-09-08,2014-10-06,2014-10-15,1,111.29,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,20,81.0,21,0.0,1701.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
492,9,Anne Dodsworth,Sales Representative,London,UK,Steven Buchanan,Sales Manager,London,UK,"Andrew Fuller,Steven Buchanan,Anne Dodsworth",5.0,10828,RANCH,2015-01-13,2015-01-27,2015-02-04,1,90.85,Rancho grande,Sergio Gutiérrez,Sales Representative,Buenos Aires,Argentina,20,81.0,5,0.0,405.0,Sir Rodney's Marmalade,30 gift boxes,81.0,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
493,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10421,QUEDE,2014-01-21,2014-03-04,2014-01-27,1,99.23,Que Delícia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,19,7.3,4,0.15,28.599999999999998,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
494,1,Nancy Davolio,Sales Representative,New York,USA,Laura Callahan,Sales Manager,New York,USA,"Andrew Fuller,Laura Callahan,Nancy Davolio",8.0,10710,FRANS,2014-10-20,2014-11-17,2014-10-23,1,4.98,Franchi S.p.A.,Paolo Accorti,Sales Representative,Torino,Italy,19,9.2,5,0.0,46.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
495,8,Laura Callahan,Sales Manager,New York,USA,Andrew Fuller,Vice President Sales,New York,USA,"Andrew Fuller,Laura Callahan",2.0,10811,LINOD,2015-01-02,2015-01-30,2015-01-08,1,31.22,LINO-Delicateses,Felipe Izquierdo,Owner,I. de Margarita,Venezuela,19,9.2,15,0.0,138.0,Teatime Chocolate Biscuits,10 boxes x 12 pieces,9.2,0,3,Confections,"Desserts, candies, and sweet breads",Speedy Express
